airline,airline_iata,airline_icao,flight,airport_from,airport_from_iata,airport_from_icao,country_iso2_from,country_from,airport_to,airport_to_iata,airport_to_icao,country_iso2_to,country_to,departure_time,arrival_time,flight_duration,operative_days,operative_days_descr,starting_date,end_date,flight_qualify,is_code_sharing,airline_iata_share,airline_icao_share,airline_share_flight,airline_iata_share2,airline_icao_share2,airline_share_flight2
"VOLOTEA","V7","VOE","01230","VENEZIA","VCE","LIPZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:15","13:35","","0000500","VENERDI","02/07/2021","03/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01230","VENEZIA","VCE","LIPZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:00","15:20","","0000060","SABATO","03/07/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01230","VENEZIA","VCE","LIPZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:15","14:35","","1000000","LUNEDI","05/07/2021","30/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","16:40","18:10","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","07:30","09:00","","0030000","MERCOLEDI","08/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","11:35","13:05","","0000060","SABATO","03/07/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","11:35","13:05","","0000007","DOMENICA","12/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","08:10","09:40","","0200000","MARTEDI","06/07/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","07:15","08:45","","0030000","MERCOLEDI","07/07/2021","01/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","17:10","18:40","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","06:30","08:00","","0000500","VENERDI","10/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","07:55","09:25","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","21:25","22:55","","0000500","VENERDI","28/05/2021","25/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:55","00:25","","0000007","DOMENICA","30/05/2021","27/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:55","00:25","","1000000","LUNEDI","13/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:50","13:20","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:40","00:10","","0000060","SABATO","03/07/2021","28/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:40","00:10","","0000060","SABATO","04/09/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:00","19:30","","0000060","SABATO","03/07/2021","28/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:00","19:30","","0000060","SABATO","04/09/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:10","18:40","","0000007","DOMENICA","04/07/2021","05/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:15","23:45","","1000000","LUNEDI","05/07/2021","30/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","20:25","21:55","","0004000","GIOVEDI","08/07/2021","02/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:00","14:30","","0000500","VENERDI","10/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01806","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:45","00:15","","0000007","DOMENICA","12/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","19:35","21:05","","0000500","VENERDI","28/05/2021","25/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","21:05","22:35","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","21:05","22:35","","0000007","DOMENICA","12/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","20:50","22:20","","0000500","VENERDI","02/07/2021","03/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","16:10","17:40","","0000060","SABATO","03/07/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","15:20","16:50","","0000007","DOMENICA","04/07/2021","05/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","13:50","15:20","","1000000","LUNEDI","05/07/2021","30/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","18:35","20:05","","0004000","GIOVEDI","08/07/2021","02/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","14:55","16:25","","0000500","VENERDI","10/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01807","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","17:25","18:55","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:50","10:20","","0000500","VENERDI","28/05/2021","25/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:35","13:05","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:35","13:05","","0000507","VENERDI,DOMENICA","02/07/2021","05/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:10","18:40","","0000007","DOMENICA","30/05/2021","27/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:05","13:35","","1000000","LUNEDI","31/05/2021","28/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:05","13:35","","1000000","LUNEDI","06/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:35","12:05","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:45","14:15","","0030000","MERCOLEDI","02/06/2021","30/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:15","07:45","","0200060","MARTEDI,SABATO","03/07/2021","07/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:15","07:45","","0200000","MARTEDI","14/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:30","14:00","","0030000","MERCOLEDI","07/07/2021","01/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","10:50","","0030000","MERCOLEDI","08/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:10","12:40","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:20","09:50","","0000500","VENERDI","10/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:20","11:50","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01770","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:40","11:10","","0000007","DOMENICA","12/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","07:00","08:30","","0000500","VENERDI","28/05/2021","25/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","09:45","11:15","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","09:45","11:15","","0000507","VENERDI,DOMENICA","02/07/2021","05/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","15:20","16:50","","0000007","DOMENICA","30/05/2021","27/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","10:15","11:45","","1000000","LUNEDI","31/05/2021","28/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","10:15","11:45","","1000000","LUNEDI","06/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","08:45","10:15","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01771","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","07:30","09:00","","0030000","MERCOLEDI","02/06/2021","30/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","05800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","17:50","19:00","","0000060","SABATO","03/07/2021","28/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","05801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:40","20:50","","0000060","SABATO","03/07/2021","28/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","07:55","09:05","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","12:30","13:40","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","06:30","07:40","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","06:30","07:40","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","08:10","09:20","","0000060","SABATO","03/07/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","08:15","09:25","","0200000","MARTEDI","06/07/2021","31/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","18:00","19:10","","0004000","GIOVEDI","08/07/2021","02/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","18:45","19:55","","0200000","MARTEDI","07/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01800","CAGLIARI","CAG","LIEE","IT","ITALIA","GENOVA","GOA","LIMJ","IT","ITALIA","12:15","13:25","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:20","07:30","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:10","08:20","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:05","09:15","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:10","11:20","","0000060","SABATO","03/07/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:40","07:50","","0200000","MARTEDI","06/07/2021","31/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:25","17:35","","0004000","GIOVEDI","08/07/2021","02/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","20:35","21:45","","0200000","MARTEDI","07/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:20","09:30","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01801","GENOVA","GOA","LIMJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:55","08:05","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:50","21:00","","0000500","VENERDI","14/05/2021","21/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:15","18:25","","1000000","LUNEDI","17/05/2021","24/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","12:00","13:10","","1000000","LUNEDI","17/05/2021","17/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","14:35","15:45","","1000000","LUNEDI","24/05/2021","24/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","14:35","15:45","","0000500","VENERDI","14/05/2021","21/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","13:55","15:05","","0000060","SABATO","18/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","10:10","11:20","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","10:10","11:20","","0200000","MARTEDI","07/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","13:40","14:50","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","13:35","14:45","","0000060","SABATO","03/07/2021","11/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","15:45","16:55","","0200000","MARTEDI","06/07/2021","31/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","16:20","17:30","","0004000","GIOVEDI","08/07/2021","02/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","14:45","15:55","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:20","16:30","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:20","16:30","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:35","09:45","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:35","09:45","","0200000","MARTEDI","07/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:05","16:15","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:00","16:10","","0000060","SABATO","03/07/2021","04/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:10","15:20","","0200000","MARTEDI","06/07/2021","31/08/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:45","15:55","","0004000","GIOVEDI","08/07/2021","02/09/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01568","PALERMO","PMO","LICJ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:35","10:45","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01569","CAGLIARI","CAG","LIEE","IT","ITALIA","PALERMO","PMO","LICJ","IT","ITALIA","13:55","15:05","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:25","13:35","","0000007","DOMENICA","16/05/2021","23/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01799","CAGLIARI","CAG","LIEE","IT","ITALIA","NAPOLI","NAP","LIRN","IT","ITALIA","14:00","15:10","","0000007","DOMENICA","16/05/2021","23/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:25","17:35","","0004000","GIOVEDI","20/05/2021","27/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01799","CAGLIARI","CAG","LIEE","IT","ITALIA","NAPOLI","NAP","LIRN","IT","ITALIA","14:30","15:40","","0004000","GIOVEDI","20/05/2021","27/05/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","20:45","21:55","","0000500","VENERDI","28/05/2021","25/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:25","15:35","","0000060","SABATO","29/05/2021","26/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:25","15:35","","0000060","SABATO","11/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:50","20:00","","0000007","DOMENICA","30/05/2021","27/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:15","11:25","","1000000","LUNEDI","31/05/2021","28/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:15","11:25","","1000000","LUNEDI","06/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:10","15:20","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:10","15:20","","0200000","MARTEDI","07/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:05","23:15","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","22:05","23:15","","0000500","VENERDI","10/09/2021","30/10/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:55","13:05","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"VOLOTEA","V7","VOE","01798","NAPOLI","NAP","LIRN","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:55","13:05","","0004000","GIOVEDI","09/09/2021","30/10/2021","LINEA","0","","","","","",""
