airline,airline_iata,airline_icao,flight,airport_from,airport_from_iata,airport_from_icao,country_iso2_from,country_from,airport_to,airport_to_iata,airport_to_icao,country_iso2_to,country_to,departure_time,arrival_time,flight_duration,operative_days,operative_days_descr,starting_date,end_date,flight_qualify,is_code_sharing,airline_iata_share,airline_icao_share,airline_share_flight,airline_iata_share2,airline_icao_share2,airline_share_flight2
"AIR FRANCE","AF","AFR","01027","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","17:20","19:40","","1234500","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI","05/07/2021","09/07/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01027","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","17:20","19:40","","1234500","LUNEDI,MARTEDI,MERCOLEDI,GIOVEDI,VENERDI","12/07/2021","27/08/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01027","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","17:20","19:40","","0000007","DOMENICA","11/07/2021","03/10/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01027","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","17:20","19:40","","0000007","DOMENICA","06/06/2021","04/07/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01027","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","17:20","19:40","","0000007","DOMENICA","16/05/2021","30/05/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01110","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","11:40","","0000060","SABATO","04/09/2021","02/10/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01110","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","11:40","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01110","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","11:40","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01110","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","11:40","","0000060","SABATO","17/04/2021","17/04/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01110","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","11:40","","0000060","SABATO","01/05/2021","03/07/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01110","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:20","11:40","","0000060","SABATO","24/04/2021","24/04/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01111","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","12:20","14:40","","0000060","SABATO","04/09/2021","02/10/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01111","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","12:20","14:40","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01111","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","12:20","14:40","","0004000","GIOVEDI","03/06/2021","01/07/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01111","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","12:20","14:40","","0000060","SABATO","17/04/2021","17/04/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01111","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","12:20","14:40","","0000060","SABATO","01/05/2021","03/07/2021","LINEA","0","","","","","",""
"AIR FRANCE","AF","AFR","01111","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI CHARLES DE GAULLE","CDG","LFPG","FR","FRANCIA","12:20","14:40","","0000060","SABATO","24/04/2021","24/04/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:50","11:15","","0000060","SABATO","05/06/2021","02/10/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","12:10","12:35","","0000060","SABATO","05/06/2021","02/10/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:55","11:20","","0000007","DOMENICA","06/06/2021","26/09/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","12:15","12:40","","0000007","DOMENICA","06/06/2021","26/09/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:00","12:25","","1000000","LUNEDI","07/06/2021","27/09/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","13:20","13:45","","1000000","LUNEDI","07/06/2021","27/09/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:25","19:50","","0000500","VENERDI","11/06/2021","01/10/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","20:40","21:05","","0000500","VENERDI","11/06/2021","01/10/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:40","13:05","","0200000","MARTEDI","20/07/2021","31/08/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","14:25","14:50","","0200000","MARTEDI","20/07/2021","31/08/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:35","11:00","","0030000","MERCOLEDI","07/07/2021","25/08/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","12:00","12:25","","0030000","MERCOLEDI","07/07/2021","25/08/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02616","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:50","12:15","","0004000","GIOVEDI","24/06/2021","26/08/2021","LINEA","0","","","","","",""
"BRITISH AIRWAYS","BA","BAW","02617","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA HEATHROW","LHR","EGLL","GB","INGHILTERRA","13:00","13:25","","0004000","GIOVEDI","24/06/2021","26/08/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06030","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:25","08:15","","0000060","SABATO","05/06/2021","25/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06031","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","08:55","10:45","","0000060","SABATO","05/06/2021","25/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06036","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:10","17:00","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06037","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","18:00","19:50","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06038","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:45","18:35","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06039","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","19:15","21:05","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","05028","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","15:20","17:10","","0000500","VENERDI","28/03/2021","02/04/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","05029","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","19:00","20:50","","0000060","SABATO","28/03/2021","03/04/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06000","VERONA","VRN","LIPX","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:35","08:25","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06003","CAGLIARI","CAG","LIEE","IT","ITALIA","VERONA","VRN","LIPX","IT","ITALIA","13:20","15:10","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","01220","CAGLIARI","CAG","LIEE","IT","ITALIA","FLORENCE","FLR","LIRQ","IT","ITALIA","12:40","14:40","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","01219","FLORENCE","FLR","LIRQ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:00","12:00","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","01220","CAGLIARI","CAG","LIEE","IT","ITALIA","FLORENCE","FLR","LIRQ","IT","ITALIA","19:15","21:15","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","01219","FLORENCE","FLR","LIRQ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:35","18:35","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","01219","FLORENCE","FLR","LIRQ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","07:45","09:45","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","01220","CAGLIARI","CAG","LIEE","IT","ITALIA","FLORENCE","FLR","LIRQ","IT","ITALIA","10:25","12:25","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06032","BERGAMO","BGY","LIME","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:30","15:00","","0000060","SABATO","05/06/2021","25/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06033","CAGLIARI","CAG","LIEE","IT","ITALIA","BERGAMO","BGY","LIME","IT","ITALIA","15:40","17:10","","0000060","SABATO","05/06/2021","25/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06001","CAGLIARI","CAG","LIEE","IT","ITALIA","BERGAMO","BGY","LIME","IT","ITALIA","09:05","10:35","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06002","BERGAMO","BGY","LIME","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","11:10","12:40","","0000007","DOMENICA","06/06/2021","26/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06034","BOLOGNA","BLQ","LIPE","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","18:40","20:00","","0000060","SABATO","05/06/2021","25/09/2021","CHARTER","0","","","","","",""
"AIR DOLOMITI","EN","DLA","06035","CAGLIARI","CAG","LIEE","IT","ITALIA","BOLOGNA","BLQ","LIPE","IT","ITALIA","20:40","22:00","","0000060","SABATO","05/06/2021","25/09/2021","CHARTER","0","","","","","",""
"RYANAIR","FR","RYR","4831A","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","09:05","11:30","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","4831A","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","10:05","12:30","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04831","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","09:05","11:30","","1030000","LUNEDI,MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","09697","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","13:25","15:50","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","09698","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","10:35","13:00","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04832","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:15","08:40","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04831","CAGLIARI","CAG","LIEE","IT","ITALIA","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","19:25","21:50","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04832","PARIGI BEAUVAIS","BVA","LFOB","FR","FRANCIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:35","19:00","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03627","CAGLIARI","CAG","LIEE","IT","ITALIA","MANCHESTER","MAN","EGCC","GB","INGHILTERRA","22:05","22:15","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03626","MANCHESTER","MAN","EGCC","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:25","21:35","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03626","MANCHESTER","MAN","EGCC","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:55","22:05","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03627","CAGLIARI","CAG","LIEE","IT","ITALIA","MANCHESTER","MAN","EGCC","GB","INGHILTERRA","22:30","22:40","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","06547","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","04:30","09:00","","1030500","LUNEDI,MERCOLEDI,VENERDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","06548","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","09:25","09:55","","1030500","LUNEDI,MERCOLEDI,VENERDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02687","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","05:30","10:00","","0200000","MARTEDI","01/06/2021","29/06/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02688","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","10:30","11:00","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02687","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:25","21:55","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02688","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","22:20","22:50","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02687","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","13:15","17:45","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","2687A","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:35","11:05","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02688","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","15:10","15:40","","0000060","SABATO","05/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02687","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","CAGLIARI","CAG","LIEE","IT","ITALIA","05:25","09:55","","0200000","MARTEDI","06/07/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","02688","CAGLIARI","CAG","LIEE","IT","ITALIA","LONDRA STANSTED","STN","EGSS","GB","INGHILTERRA","20:20","20:50","","0000500","VENERDI","28/03/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00375","CATANIA","CTA","LICC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","21:25","22:40","","0000500","VENERDI","28/03/2021","16/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00375","CATANIA","CTA","LICC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","21:25","22:40","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","19:30","20:45","","0000500","VENERDI","09/04/2021","16/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","19:30","20:45","","0000500","VENERDI","04/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00375","CATANIA","CTA","LICC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:45","14:00","","0000007","DOMENICA","28/03/2021","18/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00375","CATANIA","CTA","LICC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:45","14:00","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","11:00","12:15","","0000007","DOMENICA","28/03/2021","18/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","11:00","12:15","","0000007","DOMENICA","06/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00375","CATANIA","CTA","LICC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:20","13:35","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","10:30","11:45","","0030000","MERCOLEDI","02/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","19:40","20:55","","0000500","VENERDI","28/03/2021","02/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00375","CATANIA","CTA","LICC","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","16:10","17:25","","1000000","LUNEDI","07/06/2021","28/06/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","00376","CAGLIARI","CAG","LIEE","IT","ITALIA","CATANIA","CTA","LICC","IT","ITALIA","17:50","19:05","","1000000","LUNEDI","07/06/2021","28/06/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04815","CAGLIARI","CAG","LIEE","IT","ITALIA","CUNEO","CUF","LIMZ","IT","ITALIA","09:55","11:20","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","4815A","CAGLIARI","CAG","LIEE","IT","ITALIA","CUNEO","CUF","LIMZ","IT","ITALIA","09:55","11:20","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04815","CAGLIARI","CAG","LIEE","IT","ITALIA","CUNEO","CUF","LIMZ","IT","ITALIA","10:45","12:10","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04816","CUNEO","CUF","LIMZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:20","13:45","","0200000","MARTEDI","01/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04815","CAGLIARI","CAG","LIEE","IT","ITALIA","CUNEO","CUF","LIMZ","IT","ITALIA","07:05","08:30","","0200000","MARTEDI","04/05/2021","25/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04816","CUNEO","CUF","LIMZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:40","10:05","","0200000","MARTEDI","04/05/2021","25/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04815","CAGLIARI","CAG","LIEE","IT","ITALIA","CUNEO","CUF","LIMZ","IT","ITALIA","10:30","11:55","","0000060","SABATO","01/05/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04816","CUNEO","CUF","LIMZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","12:05","13:30","","0000060","SABATO","01/05/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","01511","CAGLIARI","CAG","LIEE","IT","ITALIA","PERUGIA","PEG","LIRZ","IT","ITALIA","17:35","18:55","","1000000","LUNEDI","03/05/2021","31/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","01512","PERUGIA","PEG","LIRZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","19:05","20:25","","1000000","LUNEDI","03/05/2021","31/05/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","01511","CAGLIARI","CAG","LIEE","IT","ITALIA","PERUGIA","PEG","LIRZ","IT","ITALIA","06:45","08:05","","0000500","VENERDI","07/05/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","01511","CAGLIARI","CAG","LIEE","IT","ITALIA","PERUGIA","PEG","LIRZ","IT","ITALIA","16:10","17:30","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","01512","PERUGIA","PEG","LIRZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","17:40","19:00","","1000000","LUNEDI","07/06/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","01512","PERUGIA","PEG","LIRZ","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:15","09:35","","0000500","VENERDI","07/05/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03133","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","07:50","09:00","","0000500","VENERDI","06/08/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","03134","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","06:15","07:25","","0000500","VENERDI","06/08/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04801","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","15:50","17:00","","0000500","VENERDI","28/03/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04802","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:10","15:20","","0000500","VENERDI","28/03/2021","30/10/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","06118","CAGLIARI","CAG","LIEE","IT","ITALIA","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","15:50","17:00","","1000000","LUNEDI","05/04/2021","19/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","06119","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","14:10","15:20","","1030000","LUNEDI,MERCOLEDI","05/04/2021","28/04/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04879","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","08:20","09:30","","0000500","VENERDI","04/06/2021","30/07/2021","LINEA","0","","","","","",""
"RYANAIR","FR","RYR","04741","ROMA CIAMPINO","CIA","LIRA","IT","ITALIA","CAGLIARI","CAG","LIEE","IT","ITALIA","09:45","10:55","","0004000","GIOVEDI","03/06/2021","30/10/2021","LINEA","0","","","","","",""
